comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-0967,https://www.regulations.gov/comment/FSIS-2011-0012-0967,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been adequately studied; Increased line speeds may lead to more injuries and improper deaths of birds; Reduced number of USDA inspectors could decrease detection and management of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-0968,https://www.regulations.gov/comment/FSIS-2011-0012-0968,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds under the new proposal will lead to more injuries like bruises and fractures among birds, and increase the likelihood of birds dying in ways not prescribed by slaughter methods, such as drowning in the scalding tank. Also worried that fewer USDA inspectors monitoring carcasses will reduce the detection and proper handling of signs that birds have been inhumanely treated.","Animal welfare risks due to increased line speeds, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-0969,https://www.regulations.gov/comment/FSIS-2011-0012-0969,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been studied, and increased line speed could worsen animal welfare by increasing injuries and improper deaths. Fewer USDA inspectors could lead to reduced detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Insufficient study on handling live birds, Reduced USDA inspection and its effects on animal welfare",No,No,0
FSIS-2011-0012-0970,https://www.regulations.gov/comment/FSIS-2011-0012-0970,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-0971,https://www.regulations.gov/comment/FSIS-2011-0012-0971,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-0972,https://www.regulations.gov/comment/FSIS-2011-0012-0972,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the proposal has not been adequately studied with respect to its impact on animal welfare, particularly noting that increased line speeds could lead to more injuries and improper deaths of birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling of birds.","Animal welfare risks due to increased line speeds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-0973,https://www.regulations.gov/comment/FSIS-2011-0012-0973,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspector oversight",No,No,0
FSIS-2011-0012-0974,https://www.regulations.gov/comment/FSIS-2011-0012-0974,individual,Unknown,Requests more humane modernization of poultry slaughter,"Expresses concern over the lack of compassion for poultry, which are significant both as a food source and in economic terms, and criticizes the support for policies that may increase animal suffering.","Animal welfare in poultry slaughter, Ethical concerns in food production",No,No,0
FSIS-2011-0012-0975,https://www.regulations.gov/comment/FSIS-2011-0012-0975,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact of the proposal on the handling of live birds has not been adequately studied. Increased line speed could lead to more injuries like bruises and fractures among birds, and increase instances of birds dying in non-prescribed methods such as drowning in the scalding tank. Additionally, fewer USDA inspectors on the line would reduce the detection and proper handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Inadequate study of proposal impacts, Increased risk of injuries to birds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-0976,https://www.regulations.gov/comment/FSIS-2011-0012-0976,individual,Tania,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on the handling of live birds has not been studied; Increased line speed may lead to more injuries and inhumane deaths of birds; Fewer USDA inspectors could result in less detection and proper handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-0978,https://www.regulations.gov/comment/FSIS-2011-0012-0978,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
